,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,price,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,description,unclaimed_listing,user_review
5,6,McDonald's,ChIJ0-yoPDMK10URUujEdc1NWVs,0x45d70a333ca8ecd3:0x5b594dcd75c4e852,6582377875218163794,https://serpapi.com/search.json?data_id=0x45d70a333ca8ecd3%3A0x5b594dcd75c4e852&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x45d70a333ca8ecd3%3A0x5b594dcd75c4e852&engine=google_maps_photos&hl=sv,"{'latitude': 57.7099499, 'longitude': 11.9686922}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x45d70a333ca8ecd3%3A0x5b594dcd75c4e852%218m2%213d57.7099499%214d11.9686922&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,2.5,51.0,$,Snabbmat,"Götgatan 16, 411 05 Göteborg, Sverige",Öppet ⋅ Stänger 02,Öppet ⋅ Stänger 02,"{'torsdag': '06–02', 'fredag': '06–00', 'lördag': 'Öppet dygnet runt', 'söndag': 'Öppet dygnet runt', 'måndag': '00–02', 'tisdag': '06–02', 'onsdag': '06–02'}",+46 31 15 12 20,https://www.mcdonalds.com/se/sv-se/location/6.html,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipNhuS-MSO60_B9JSa-c5Y1D7X2jvoHmAgmlE9Dh=w122-h92-k-no,Snabbmatskedja med hamburgare och pommes. Klassisk och anrik snabbmatskedja känd för sina hamburgare och pommes frites.,,
6,7,Beets - Salladsbar Göteborg,ChIJzarRMm3zT0YRk9rvauPF9s4,0x464ff36d32d1aacd:0xcef6c5e36aefda93,14913324796626328211,https://serpapi.com/search.json?data_id=0x464ff36d32d1aacd%3A0xcef6c5e36aefda93&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36d32d1aacd%3A0xcef6c5e36aefda93&engine=google_maps_photos&hl=sv,"{'latitude': 57.7060842, 'longitude': 11.9709816}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36d32d1aacd%3A0xcef6c5e36aefda93%218m2%213d57.7060842%214d11.9709816&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.7,100.0,,Restaurang,"Drottninggatan 55, 411 07 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–16', 'fredag': '11–16', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '11–16', 'tisdag': '11–16', 'onsdag': '11–16'}",+46 76 022 33 87,https://www.beets.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOxHYSyhewitE9nrmaMICh6C03DLkOZfbPQ4HzN=w137-h92-k-no,,,
7,8,Hotel Riverton,ChIJFWDRBWjzT0YRVr4c1VnKNvI,0x464ff36805d16015:0xf236ca59d51cbe56,17453359893097266774,https://serpapi.com/search.json?data_id=0x464ff36805d16015%3A0xf236ca59d51cbe56&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36805d16015%3A0xf236ca59d51cbe56&engine=google_maps_photos&hl=sv,"{'latitude': 57.703888899999995, 'longitude': 11.9566667}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36805d16015%3A0xf236ca59d51cbe56%218m2%213d57.703888899999995%214d11.9566667&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.1,1655.0,,Hotell,"Stora Badhusgatan 26, 411 21 Göteborg, Sverige",,,,+46 31 750 10 00,http://www.riverton.se/,,https://lh5.googleusercontent.com/p/AF1QipPFYpB2anjKg87jKZFCBHWor98lTWxZx5OUSp7c=w138-h92-k-no,"Modernt hotell med tjusig bar. Elegant hotell med bar/restaurang med utsikt över staden på 12:e våningen, bastu och frukost.",,
8,9,Restaurang Lai Wa,ChIJ9Td17G7zT0YR-TqsDQsyQxw,0x464ff36eec7537f5:0x1c43320b0dac3af9,2036526479557016313,https://serpapi.com/search.json?data_id=0x464ff36eec7537f5%3A0x1c43320b0dac3af9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36eec7537f5%3A0x1c43320b0dac3af9&engine=google_maps_photos&hl=sv,"{'latitude': 57.6992656, 'longitude': 11.965344}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36eec7537f5%3A0x1c43320b0dac3af9%218m2%213d57.6992656%214d11.965344&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.1,293.0,$$,Restaurang,"Storgatan 11, 411 24 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 15,Stängt ⋅ Öppnar fre kl. 15,"{'torsdag': '15–21', 'fredag': '15–21:30', 'lördag': '12–21:30', 'söndag': '12–21', 'måndag': '15–21', 'tisdag': '15–21', 'onsdag': 'Stängt'}",+46 31 711 02 39,http://www.lai-wa.se/,"{'servering': True, 'hämtning_utanför': True}",https://lh5.googleusercontent.com/p/AF1QipM3RhWl72TiONsZp14IhT9sof6Qo9OqACiBmb_J=w122-h92-k-no,,,
9,10,Villa Odinslund,ChIJq6qqGpvzT0YRXwNFvzrNfC4,0x464ff39b1aaaaaab:0x2e7ccd3abf45035f,3349777875057574751,https://serpapi.com/search.json?data_id=0x464ff39b1aaaaaab%3A0x2e7ccd3abf45035f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39b1aaaaaab%3A0x2e7ccd3abf45035f&engine=google_maps_photos&hl=sv,"{'latitude': 57.7020133, 'longitude': 11.9968728}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39b1aaaaaab%3A0x2e7ccd3abf45035f%218m2%213d57.7020133%214d11.9968728&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.5,185.0,,Restaurang,"Carlbergsgatan 10, 412 66 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11:30,Stängt ⋅ Öppnar fre kl. 11:30,"{'torsdag': '11:30–13', 'fredag': '11:30–13', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '11:30–13', 'tisdag': '11:30–13', 'onsdag': '11:30–13'}",+46 31 40 98 10,http://www.villaodinslund.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipN2sX4djazgquDRvkqTjkyMuuk8m6xziptzFvKm=w138-h92-k-no,,,
10,11,TomToms Burritos,ChIJcXLeskHzT0YRbLXC_ckbJqI,0x464ff341b2de7271:0xa2261bc9fdc2b56c,11684056837619103084,https://serpapi.com/search.json?data_id=0x464ff341b2de7271%3A0xa2261bc9fdc2b56c&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff341b2de7271%3A0xa2261bc9fdc2b56c&engine=google_maps_photos&hl=sv,"{'latitude': 57.696270299999995, 'longitude': 11.9492091}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff341b2de7271%3A0xa2261bc9fdc2b56c%218m2%213d57.696270299999995%214d11.9492091&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.5,786.0,$$,Restaurang,"Prinsgatan 10, 413 05 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11:30,Stängt ⋅ Öppnar fre kl. 11:30,"{'torsdag': '11:30–20:30', 'fredag': '11:30–21', 'lördag': '12–21', 'söndag': '12–18', 'måndag': '11:30–20:30', 'tisdag': '11:30–20:30', 'onsdag': '11:30–20:30'}",+46 31 14 24 40,http://www.tomtoms.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOxJWcPl9_423iePrsOVT9eQ03t_yD0rNj7uWOd=w80-h177-k-no,,,
11,12,Cà Phê Göteborg,ChIJTSUUGlfzT0YR1uykDRxa8sw,0x464ff3571a14254d:0xccf25a1c0da4ecd6,14767965204635774166,https://serpapi.com/search.json?data_id=0x464ff3571a14254d%3A0xccf25a1c0da4ecd6&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3571a14254d%3A0xccf25a1c0da4ecd6&engine=google_maps_photos&hl=sv,"{'latitude': 57.697487699999996, 'longitude': 11.9636126}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3571a14254d%3A0xccf25a1c0da4ecd6%218m2%213d57.697487699999996%214d11.9636126&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.5,132.0,,Vietnamesisk restaurang,"Vasagatan 5C, 411 24 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–20', 'lördag': '12–20', 'söndag': '12–19', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20'}",+46 73 741 85 08,http://www.vietcoffee.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipMbO_Xl2k-e4ogW0LHnWRuiclRFw8Pzo_TcoBRA=w122-h92-k-no,,,
12,13,Comfort Hotel City,ChIJAQAA-2TzT0YRP5uNONd3Ifc,0x464ff364fb000001:0xf72177d7388d9b3f,17807646167850130239,https://serpapi.com/search.json?data_id=0x464ff364fb000001%3A0xf72177d7388d9b3f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff364fb000001%3A0xf72177d7388d9b3f&engine=google_maps_photos&hl=sv,"{'latitude': 57.7063455, 'longitude': 11.9718156}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff364fb000001%3A0xf72177d7388d9b3f%218m2%213d57.7063455%214d11.9718156&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.2,733.0,,Hotell,"Drottninggatan 63-65, 411 07 Göteborg, Sverige",,,,+46 31 304 50 40,http://www.choice.se/comfort/city/goteborg,,https://lh5.googleusercontent.com/p/AF1QipN0ehxLG3XL8ElNA3WIwyVy0fpsz7bNGrHej8Gr=w137-h92-k-no,"Budgethotell med gratis frukost. Ljusa rum i ett trevligt budgethotell med dygnetruntöppet kafé, trendig bar, gratis Wi-Fi och frukost.",,
13,14,Restaurang &,ChIJt2u4kHfzT0YRST1UY3EAqk4,0x464ff37790b86bb7:0x4eaa007163543d49,5668343567996960073,https://serpapi.com/search.json?data_id=0x464ff37790b86bb7%3A0x4eaa007163543d49&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37790b86bb7%3A0x4eaa007163543d49&engine=google_maps_photos&hl=sv,"{'latitude': 57.7002143, 'longitude': 11.986703799999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37790b86bb7%3A0x4eaa007163543d49%218m2%213d57.7002143%214d11.986703799999999&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,3.9,40.0,$,Lunchrestaurang,"Skånegatan 20, 412 51 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11:30,Stängt ⋅ Öppnar fre kl. 11:30,"{'torsdag': '11:30–13:30', 'fredag': '11:30–13:30', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '11:30–13:30', 'tisdag': '11:30–13:30', 'onsdag': '11:30–13:30'}",+46 31 367 02 67,,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMcaDF0Hw2sH-JE_cc_unEd9iwtX8OhmS2g6i5u=w122-h92-k-no,,True,
14,15,Jureskogs (Göteborg),ChIJy5s3BJXzT0YRk9lsCN1VSkc,0x464ff39504379bcb:0x474a55dd086cd993,5137012732786956691,https://serpapi.com/search.json?data_id=0x464ff39504379bcb%3A0x474a55dd086cd993&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39504379bcb%3A0x474a55dd086cd993&engine=google_maps_photos&hl=sv,"{'latitude': 57.705923399999996, 'longitude': 11.979217199999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39504379bcb%3A0x474a55dd086cd993%218m2%213d57.705923399999996%214d11.979217199999999&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,3.8,262.0,$$,Hamburgerrestaurang,"Parkgatan 53A, 411 39 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–21', 'lördag': '11–21', 'söndag': '11–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20'}",,https://www.jureskogs.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNzHpGmxJAcKhVv9q8dxEWBFLMSZ_DnXn1HSJrk=w122-h92-k-no,,,
15,16,Jinx Dynasty,ChIJtVSpeazzT0YRt48FbXqBJlQ,0x464ff3ac79a954b5:0x5426817a6d058fb7,6063676311116025783,https://serpapi.com/search.json?data_id=0x464ff3ac79a954b5%3A0x5426817a6d058fb7&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3ac79a954b5%3A0x5426817a6d058fb7&engine=google_maps_photos&hl=sv,"{'latitude': 57.7035729, 'longitude': 11.965806899999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3ac79a954b5%3A0x5426817a6d058fb7%218m2%213d57.7035729%214d11.965806899999999&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.6,418.0,,Restaurang,"Vallgatan 21B, 411 16 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–19', 'fredag': '11–20', 'lördag': '12–21', 'söndag': '12–20:30', 'måndag': '11–15', 'tisdag': '11–15', 'onsdag': '11–19'}",+46 73 525 98 46,https://www.jinxfoodtruck.com/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipP9-OQi3tiIr3Vmi0fy3cSKFUIt-z-XsMNZm_32=w163-h92-k-no,,,
16,17,Bangkok Kitchen Göteborg,ChIJE18eY0HzT0YRUmd487GvENM,0x464ff341631e5f13:0xd310afb1f3786752,15208849120458991442,https://serpapi.com/search.json?data_id=0x464ff341631e5f13%3A0xd310afb1f3786752&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff341631e5f13%3A0xd310afb1f3786752&engine=google_maps_photos&hl=sv,"{'latitude': 57.6991376, 'longitude': 11.9477361}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff341631e5f13%3A0xd310afb1f3786752%218m2%213d57.6991376%214d11.9477361&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.2,599.0,$$,Thailändsk restaurang,"Andra Långgatan 21, 413 28 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–21', 'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–21', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 42 35 53,http://bkgbg.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPX13-1__MA1aci0Bv6kbHpFKkOKsOFRmB_zenq=w181-h92-k-no,,,
17,18,Spanska Köket,ChIJ0wXJPBHzT0YRl4FfLPP70qI,0x464ff3113cc905d3:0xa2d2fbf32c5f8197,11732717001093644695,https://serpapi.com/search.json?data_id=0x464ff3113cc905d3%3A0xa2d2fbf32c5f8197&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3113cc905d3%3A0xa2d2fbf32c5f8197&engine=google_maps_photos&hl=sv,"{'latitude': 57.6949477, 'longitude': 11.9576245}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3113cc905d3%3A0xa2d2fbf32c5f8197%218m2%213d57.6949477%214d11.9576245&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.3,747.0,$$,Restaurang,"Övre Husargatan 3, 411 22 Göteborg, Sverige",,,,+46 31 386 06 10,https://spanskakoket.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOYwDMKBanRufVbPEq5AjbPbBAnxD9YUe7xGwk_=w163-h92-k-no,Inbjudande restaurang med spansk mat. Traditionella spanska rätter och tapas serveras på den här trivsamma restaurangen med bar och öppet kök.,,
18,19,Slottsskogen,ChIJY8pTyD_zT0YRX05kXoy8zyI,0x464ff33fc853ca63:0x22cfbc8c5e644e5f,2508430828533730911,https://serpapi.com/search.json?data_id=0x464ff33fc853ca63%3A0x22cfbc8c5e644e5f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff33fc853ca63%3A0x22cfbc8c5e644e5f&engine=google_maps_photos&hl=sv,"{'latitude': 57.684071499999995, 'longitude': 11.9445869}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff33fc853ca63%3A0x22cfbc8c5e644e5f%218m2%213d57.684071499999995%214d11.9445869&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.6,12263.0,,Park,"Slottsskogspromenaden, 414 76 Göteborg, Sverige",Öppet dygnet runt,Öppet dygnet runt,"{'torsdag': 'Öppet dygnet runt', 'fredag': 'Öppet dygnet runt', 'lördag': 'Öppet dygnet runt', 'söndag': 'Öppet dygnet runt', 'måndag': 'Öppet dygnet runt', 'tisdag': 'Öppet dygnet runt', 'onsdag': 'Öppet dygnet runt'}",+46 31 365 58 23,http://www.goteborg.se/slottsskogen,,https://lh5.googleusercontent.com/p/AF1QipMEAhkJkQc3ogs99eglQQTv6yCTxs6EPl64W1yy=w122-h92-k-no,"Park som öppnade 1874 med gratis zoo. Tidigare jaktområde, nu park med picknickområden, löpspår och djurpark med nordiska djur.",True,"""Restauranger och kaffeer."""
19,20,The Green Room,ChIJf74Typ3zT0YRxvFEc4kdfbE,0x464ff39dca13be7f:0xb17d1d897344f1c6,12789410992983699910,https://serpapi.com/search.json?data_id=0x464ff39dca13be7f%3A0xb17d1d897344f1c6&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39dca13be7f%3A0xb17d1d897344f1c6&engine=google_maps_photos&hl=sv,"{'latitude': 57.6962845, 'longitude': 11.991861499999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39dca13be7f%3A0xb17d1d897344f1c6%218m2%213d57.6962845%214d11.991861499999999&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.0,342.0,,Restaurang,"Liseberg, Örgrytevägen, 412 51 Göteborg, Sverige",,,,+46 31 40 01 00,https://www.liseberg.se/mat-dryck/the-green-room/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPZZs23lvaQ1rEJ0I_KSDzrmxopYP5LKxSGy5Mi=w138-h92-k-no,,,
0,1,Mikado,ChIJx5RTCH_0T0YRul18FCFitqs,0x464ff47f085394c7:0xabb66221147c5dba,12373184920464154042,https://serpapi.com/search.json?data_id=0x464ff47f085394c7%3A0xabb66221147c5dba&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff47f085394c7%3A0xabb66221147c5dba&engine=google_maps_photos&hl=sv,"{'latitude': 57.713405699999996, 'longitude': 12.000573399999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff47f085394c7%3A0xabb66221147c5dba%218m2%213d57.713405699999996%214d12.000573399999999&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.0,398.0,$$,Japansk restaurang,"Norra Gubberogatan 14, 416 63 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–21', 'fredag': '11–21:30', 'lördag': '13–21:30', 'söndag': 'Stängt', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 20 86 50,http://mikado.kvartersmenyn.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipN6cjlDpW6mdMlyIX7ME46uYSzGY1cZ2tSpDL06=w122-h92-k-no,,True,
1,2,Pitcher's Majorna,ChIJnZxBlSDzT0YR_VmSDxdE_P0,0x464ff32095419c9d:0xfdfc44170f9259fd,18301577851563039229,https://serpapi.com/search.json?data_id=0x464ff32095419c9d%3A0xfdfc44170f9259fd&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff32095419c9d%3A0xfdfc44170f9259fd&engine=google_maps_photos&hl=sv,"{'latitude': 57.6932839, 'longitude': 11.9183763}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff32095419c9d%3A0xfdfc44170f9259fd%218m2%213d57.6932839%214d11.9183763&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.0,493.0,$$,Gastropub,"Karl Johansgatan 92, 414 55 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '15–23', 'fredag': '15–01', 'lördag': '12–01', 'söndag': '13–22', 'måndag': '15–23', 'tisdag': '15–23', 'onsdag': '15–23'}",+46 31 22 33 83,https://www.pitchers.se/restauranger/goteborg-majorna/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipPTFk2zg8O7yaKzRIT2p-t4t35fuh2L3e_Rml54=w163-h92-k-no,,,
2,3,Butcher's Market,ChIJi0nnHnDzT0YRwvhR-xBU36g,0x464ff3701ee7498b:0xa8df5410fb51f8c2,12168537150091032770,https://serpapi.com/search.json?data_id=0x464ff3701ee7498b%3A0xa8df5410fb51f8c2&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3701ee7498b%3A0xa8df5410fb51f8c2&engine=google_maps_photos&hl=sv,"{'latitude': 57.7013584, 'longitude': 11.9726485}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3701ee7498b%3A0xa8df5410fb51f8c2%218m2%213d57.7013584%214d11.9726485&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.3,916.0,$$,Hamburgerrestaurang,"Storgatan 47, 411 38 Göteborg, Sverige",Öppet ⋅ Stänger 22:30,Öppet ⋅ Stänger 22:30,"{'torsdag': '17–22:30', 'fredag': '17–23', 'lördag': '12–23', 'söndag': '12–22:30', 'måndag': '17–22:30', 'tisdag': '17–22:30', 'onsdag': '17–22:30'}",+46 31 727 92 00,http://www.butchersmarket.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipMdPNsNJraTkDkxwvU1U8BNMYw4Ji6z3-M43Kp-=w138-h92-k-no,,,
3,4,Göteborgs Döner & Burgare,ChIJl_RKOKPzT0YR45pvWfq8TNA,0x464ff3a3384af497:0xd04cbcfa596f9ae3,15009579441547352803,https://serpapi.com/search.json?data_id=0x464ff3a3384af497%3A0xd04cbcfa596f9ae3&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3a3384af497%3A0xd04cbcfa596f9ae3&engine=google_maps_photos&hl=sv,"{'latitude': 57.698141, 'longitude': 11.949978699999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3a3384af497%3A0xd04cbcfa596f9ae3%218m2%213d57.698141%214d11.949978699999999&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.7,19.0,,Lunchrestaurang,"Nordhemsgatan 28, 413 06 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 10,Stängt ⋅ Öppnar fre kl. 10,"{'torsdag': '10–18', 'fredag': '10–18', 'lördag': '10–18', 'söndag': 'Stängt', 'måndag': '10–18', 'tisdag': '10–18', 'onsdag': '10–18'}",+46 31 21 25 00,http://www.gbgdoner.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNpaC3eKRr3FCfoLpxkjKvQk1DgUnc_GXkLM6OA=w80-h106-k-no,,,
4,5,Lucky Sushi,ChIJu24tZ6_0T0YRGGac4xFvyGY,0x464ff4af672d6ebb:0x66c86f11e39c6618,7406291709834585624,https://serpapi.com/search.json?data_id=0x464ff4af672d6ebb%3A0x66c86f11e39c6618&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff4af672d6ebb%3A0x66c86f11e39c6618&engine=google_maps_photos&hl=sv,"{'latitude': 57.7239015, 'longitude': 11.946727899999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff4af672d6ebb%3A0x66c86f11e39c6618%218m2%213d57.7239015%214d11.946727899999999&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.4,148.0,$$,Restaurang,"Gamla Tuvevägen 20, 417 05 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–20', 'lördag': '12–20', 'söndag': '12–20', 'måndag': 'Stängt', 'tisdag': '11–20', 'onsdag': '11–20'}",+46 31 23 43 83,https://www.luckysushi.info/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOaJUovLWQSi3PWOx-TXEDqaLdgez3_rQ3FxyZW=w163-h92-k-no,,,
5,6,Restaurang Wing Wah,ChIJMRV1_pzzT0YR29V9w0jrkJ4,0x464ff39cfe751531:0x9e90eb48c37dd5db,11425890952388924891,https://serpapi.com/search.json?data_id=0x464ff39cfe751531%3A0x9e90eb48c37dd5db&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39cfe751531%3A0x9e90eb48c37dd5db&engine=google_maps_photos&hl=sv,"{'latitude': 57.6981664, 'longitude': 11.992999099999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39cfe751531%3A0x9e90eb48c37dd5db%218m2%213d57.6981664%214d11.992999099999999&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,3.7,213.0,,Familjerestaurang,"Åvägen 42, 412 51 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–21', 'fredag': '11–21', 'lördag': '11–21', 'söndag': '11–21', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 40 95 18,https://restauranger.info/wing-wah-garda/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipMI1p9E8_ktHONuyyB97jKsB17jTZCgOgpKyBpw=w163-h92-k-no,,,
