,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,price,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,description,unclaimed_listing,user_review
17,18,Göteborgsfamiljen,ChIJk82FH3DzT0YRcSo41MsG34U,0x464ff3701f85cd93:0x85df06cbd4382a71,9646436399359470193,https://serpapi.com/search.json?data_id=0x464ff3701f85cd93%3A0x85df06cbd4382a71&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3701f85cd93%3A0x85df06cbd4382a71&engine=google_maps_photos&hl=sv,"{'latitude': 57.6988674, 'longitude': 11.9506842}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3701f85cd93%3A0x85df06cbd4382a71%218m2%213d57.6988674%214d11.9506842&engine=google_maps&google_domain=google.se&hl=sv&start=180&type=place,3.9,7.0,,Huvudkontor,"Tredje Långgatan 9, 413 03 Göteborg, Sverige",,,,+46 31 309 52 90,http://www.goteborgsfamiljen.se/,,https://lh5.googleusercontent.com/p/AF1QipNWiYNORgTIinzLZ4fF5m_j9FEoX-BET6NdfDNa=w138-h92-k-no,,,
18,19,Gothia Towers,ChIJo6Knj53zT0YRbC0lcg2QFGU,0x464ff39d8fa7a2a3:0x6514900d72252d6c,7283604884788948332,https://serpapi.com/search.json?data_id=0x464ff39d8fa7a2a3%3A0x6514900d72252d6c&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39d8fa7a2a3%3A0x6514900d72252d6c&engine=google_maps_photos&hl=sv,"{'latitude': 57.6973908, 'longitude': 11.9890125}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39d8fa7a2a3%3A0x6514900d72252d6c%218m2%213d57.6973908%214d11.9890125&engine=google_maps&google_domain=google.se&hl=sv&start=180&type=place,4.4,8572.0,,Hotell,"Mässans gata 24, 412 51 Göteborg, Sverige",,,,+46 31 750 88 00,https://gothiatowers.com/,,https://lh3.googleusercontent.com/gps-proxy/AGL7lfDHZORhVqbGPrFk7ckD80kjFjz8dRN7PyijP2PCiUJjU86ts0gdUo4nxWwcjMWOGWcB4u_UbNP5NZ2QHK5wyT6TsjmbIkmQKc7kXHiCX_S4MZ1YsQC8UFFt2lGRKRCpnjLPi7GPhQEXsyw_j4HInZii8e8O3ed_Kzk_C6g08NfjJ72aWx0qcVUYDw=w127-h92-k-no,Snyggt hotell med möteslokaler. Moderna rum och sviter på snyggt hotell med 3 restauranger och möteslokaler.,,"""Supertrist rum (torn 2) kalt och utan någon som helst dekoration."""
19,20,Sannegårdens Pizzeria Johanneberg,ChIJNwdwjgrzT0YRp-PNd9EuGDs,0x464ff30a8e700737:0x3b182ed177cde3a7,4258204924871828391,https://serpapi.com/search.json?data_id=0x464ff30a8e700737%3A0x3b182ed177cde3a7&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff30a8e700737%3A0x3b182ed177cde3a7&engine=google_maps_photos&hl=sv,"{'latitude': 57.6878609, 'longitude': 11.9822645}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff30a8e700737%3A0x3b182ed177cde3a7%218m2%213d57.6878609%214d11.9822645&engine=google_maps&google_domain=google.se&hl=sv&start=180&type=place,4.3,880.0,$$,Pizzeria,"Gibraltargatan 52, 412 58 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 10 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 10 på fre,"{'torsdag': '10–22', 'fredag': '10–22', 'lördag': '11–22', 'söndag': '11–22', 'måndag': '10–22', 'tisdag': '10–22', 'onsdag': '10–22'}",+46 31 16 26 13,https://sannegardens.se/,,https://lh5.googleusercontent.com/p/AF1QipPM6QI7lLaL28KdvaSQu2wppd2rI8HzmuCMNuqO=w80-h142-k-no,,,
0,1,Restaurang Bryggeriet Avenyn - Restaurang Göteborg,ChIJjWVOGHDzT0YRyChVoFykme0,0x464ff370184e658d:0xed99a45ca05528c8,17120896176159533256,https://serpapi.com/search.json?data_id=0x464ff370184e658d%3A0xed99a45ca05528c8&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff370184e658d%3A0xed99a45ca05528c8&engine=google_maps_photos&hl=sv,"{'latitude': 57.7012845, 'longitude': 11.9731203}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff370184e658d%3A0xed99a45ca05528c8%218m2%213d57.7012845%214d11.9731203&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,3.6,1951.0,$$,Restaurang,"Kungsportsavenyen 3, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '11–23', 'fredag': '11–04', 'lördag': '11:30–04', 'söndag': '12–23', 'måndag': '11–23', 'tisdag': '11–23', 'onsdag': '11–23'}",+46 31 711 92 60,http://www.bryggeriet.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipP7BqQ-GxN0q5JEZ0H3e7AqRy0zm8Qu3iFzxuMX=w184-h92-k-no,,,
1,2,Magazzino,ChIJh7FFOmbzT0YR4hIrHDBJhSA,0x464ff3663a45b187:0x208549301c2b12e2,2343359652096053986,https://serpapi.com/search.json?data_id=0x464ff3663a45b187%3A0x208549301c2b12e2&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3663a45b187%3A0x208549301c2b12e2&engine=google_maps_photos&hl=sv,"{'latitude': 57.7046089, 'longitude': 11.9617834}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3663a45b187%3A0x208549301c2b12e2%218m2%213d57.7046089%214d11.9617834&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.4,1165.0,$$,Italiensk restaurang,"Magasinsgatan 3, 411 18 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '17–23', 'fredag': '16–23:30', 'lördag': '16–23:30', 'söndag': 'Stängt', 'måndag': '17–23', 'tisdag': '17–23', 'onsdag': '17–23'}",+46 31 13 33 10,http://magazzino.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMxqcTB3csRLW60EUKyfDz7YIIEw9bIxLLO4gyh=w90-h92-k-no,Trivsam italiensk restaurang. Mat och drinkar inspirerade av Italien serveras i en enkel restaurang med uteservering.,,
2,3,Joe Farelli's,ChIJh-NtFXDzT0YRQnXVd7Ks7Ug,0x464ff370156de387:0x48edacb277d57542,5255046222725870914,https://serpapi.com/search.json?data_id=0x464ff370156de387%3A0x48edacb277d57542&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff370156de387%3A0x48edacb277d57542&engine=google_maps_photos&hl=sv,"{'latitude': 57.701215499999996, 'longitude': 11.9744288}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff370156de387%3A0x48edacb277d57542%218m2%213d57.701215499999996%214d11.9744288&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,3.9,1300.0,$$,Restaurang,"Kungsportsavenyen 12, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '11:30–00', 'fredag': '11:30–01', 'lördag': '12–01', 'söndag': '12–16', 'måndag': '11:30–23', 'tisdag': '11:30–23', 'onsdag': '11:30–23'}",+46 31 10 58 26,https://www.joefarelli.com/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipM_t8XY5bJmYHd2ZfOKdpc0YEdJ3VlRRs1p-3BN=w137-h92-k-no,,,
3,4,Restaurang Angelos,ChIJj4hOc3fzT0YRE3XBIQpS1HQ,0x464ff377734e888f:0x74d4520a21c17513,8418443806931776787,https://serpapi.com/search.json?data_id=0x464ff377734e888f%3A0x74d4520a21c17513&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff377734e888f%3A0x74d4520a21c17513&engine=google_maps_photos&hl=sv,"{'latitude': 57.699999999999996, 'longitude': 11.984444499999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff377734e888f%3A0x74d4520a21c17513%218m2%213d57.699999999999996%214d11.984444499999999&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.0,545.0,$$,Italiensk restaurang,"Sten Sturegatan 17, 412 52 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 15 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 15 på fre,"{'torsdag': '16–22', 'fredag': '15–23', 'lördag': '12–23', 'söndag': '13–22', 'måndag': '16–22', 'tisdag': '16–22', 'onsdag': '16–22'}",+46 31 18 88 93,https://www.restaurangangelos.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipObQYZvIhbK0CR00CFfFAHnbZUQi6wozGbkq5gg=w122-h92-k-no,"Enkel servering med italienska rätter. Enkel restaurang med italienska rätter som grillat kött, hemgjord pasta, pizza och vin.",True,
4,5,Epoque,ChIJK0RHKXfzT0YRO0dKQIRges4,0x464ff3772947442b:0xce7a6084404a473b,14878310440102414139,https://serpapi.com/search.json?data_id=0x464ff3772947442b%3A0xce7a6084404a473b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3772947442b%3A0xce7a6084404a473b&engine=google_maps_photos&hl=sv,"{'latitude': 57.699263099999996, 'longitude': 11.9808992}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3772947442b%3A0xce7a6084404a473b%218m2%213d57.699263099999996%214d11.9808992&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.6,366.0,$$,Restaurang,"Södra Vägen 8A, 412 54 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '17–23', 'fredag': '17–00', 'lördag': '17–00', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–23', 'onsdag': '17–23'}",+46 31 318 66 00,http://epoquegbg.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMV9NBZqyBglKr5g52JLqQDe32NRzh010_Vx34u=w163-h92-k-no,Fin restaurang med ambitiösa rätter. Elegant restaurang med fin mat i trivsam miljö och en gedigen vinlista.,,
5,6,View Skybar & Restaurant,ChIJFWDRBWjzT0YRoh1PLj-P3M8,0x464ff36805d16015:0xcfdc8f3f2e4f1da2,14978003962250075554,https://serpapi.com/search.json?data_id=0x464ff36805d16015%3A0xcfdc8f3f2e4f1da2&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36805d16015%3A0xcfdc8f3f2e4f1da2&engine=google_maps_photos&hl=sv,"{'latitude': 57.7037796, 'longitude': 11.9565266}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36805d16015%3A0xcfdc8f3f2e4f1da2%218m2%213d57.7037796%214d11.9565266&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.2,606.0,$$,Restaurang,"Stora Badhusgatan 26, 411 21 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '15–00', 'fredag': '15–01', 'lördag': '14–01', 'söndag': '15–23', 'måndag': '15–00', 'tisdag': '15–00', 'onsdag': '15–00'}",+46 31 750 10 00,http://www.rivertonview.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMT1F-dte9Tjp1AcBf930X1eL9m-NoT_F5nV_A=w138-h92-k-no,,,
6,7,Boqueria Göteborg,ChIJOW1hNknzT0YRWhhhK4JySWo,0x464ff34936616d39:0x6a4972822b61185a,7658778544719337562,https://serpapi.com/search.json?data_id=0x464ff34936616d39%3A0x6a4972822b61185a&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff34936616d39%3A0x6a4972822b61185a&engine=google_maps_photos&hl=sv,"{'latitude': 57.697431599999994, 'longitude': 11.978616299999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff34936616d39%3A0x6a4972822b61185a%218m2%213d57.697431599999994%214d11.978616299999999&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,3.8,394.0,,Tapasrestaurang,"Götaplatsen 9, 411 34 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '16–00', 'fredag': '16–02', 'lördag': '12–01', 'söndag': '12–01', 'måndag': '16–23', 'tisdag': '16–23', 'onsdag': '16–00'}",+46 31 766 94 00,http://www.boqueriagoteborg.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipM34uomXA4IngWVnwKbv2syiAB3mPY6a5D-TtDt=w81-h92-k-no,,,
7,8,Restaurang VRÅ,ChIJCz4nVmPzT0YRgSmb1Nj0hV0,0x464ff36356273e0b:0x5d85f4d8d49b2981,6739061629546867073,https://serpapi.com/search.json?data_id=0x464ff36356273e0b%3A0x5d85f4d8d49b2981&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36356273e0b%3A0x5d85f4d8d49b2981&engine=google_maps_photos&hl=sv,"{'latitude': 57.7079934, 'longitude': 11.974568999999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36356273e0b%3A0x5d85f4d8d49b2981%218m2%213d57.7079934%214d11.974568999999999&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.4,274.0,,Restaurang,"Drottningtorget 10, 411 03 Göteborg, Sverige",Öppet ⋅ Stänger 22:30,Öppet ⋅ Stänger 22:30,"{'torsdag': '17–22:30', 'fredag': '17–22:30', 'lördag': '17–22:30', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–22:30', 'onsdag': '17–22:30'}",+46 31 61 90 60,http://www.restaurangvra.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNAZyLwB1loSprcDp2VCUiUyh6UIcwEPncillKn=w163-h92-k-no,,,
8,9,Prime Grill,ChIJP5kiGHDzT0YRz99zkLLFdwM,0x464ff3701822993f:0x377c5b29073dfcf,249885675060715471,https://serpapi.com/search.json?data_id=0x464ff3701822993f%3A0x377c5b29073dfcf&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3701822993f%3A0x377c5b29073dfcf&engine=google_maps_photos&hl=sv,"{'latitude': 57.7012271, 'longitude': 11.9732852}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3701822993f%3A0x377c5b29073dfcf%218m2%213d57.7012271%214d11.9732852&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.3,629.0,$$,Bar och grill,"Kungsportsavenyen 5, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 03,Öppet ⋅ Stänger 03,"{'torsdag': '17–03', 'fredag': '16–04', 'lördag': '16–04', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–00', 'onsdag': '17–00'}",+46 31 701 62 00,https://primegrill.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMcaTOVkS37_KxT-eF9hpSG4X7fsCbfVwYNYR4W=w138-h92-k-no,,,
9,10,Restaurang & Vinbaren 28+,ChIJjzXsl3HzT0YR6P0TkaM4BpY,0x464ff37197ec358f:0x960638a39113fde8,10810390230714285544,https://serpapi.com/search.json?data_id=0x464ff37197ec358f%3A0x960638a39113fde8&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37197ec358f%3A0x960638a39113fde8&engine=google_maps_photos&hl=sv,"{'latitude': 57.6982017, 'longitude': 11.973998}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37197ec358f%3A0x960638a39113fde8%218m2%213d57.6982017%214d11.973998&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.6,218.0,$$$$,Exklusiv restaurang,"Götabergsgatan 28, 411 34 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '18–01', 'fredag': '18–01', 'lördag': '18–01', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '18–01', 'onsdag': '18–01'}",+46 31 20 21 61,http://28plus.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNgt4YXfmh5jvxDLi53TsVg6xIakHSTROvllX3Y=w137-h92-k-no,,,
10,11,Angelini Göteborg,ChIJa16ogjjzT0YRA9Qs0LdsBDc,0x464ff33882a85e6b:0x37046cb7d02cd403,3964413108720292867,https://serpapi.com/search.json?data_id=0x464ff33882a85e6b%3A0x37046cb7d02cd403&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff33882a85e6b%3A0x37046cb7d02cd403&engine=google_maps_photos&hl=sv,"{'latitude': 57.7080651, 'longitude': 11.971185199999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff33882a85e6b%3A0x37046cb7d02cd403%218m2%213d57.7080651%214d11.971185199999999&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,3.8,48.0,,Italiensk restaurang,"Nils Ericsonsgatan 23, 411 03 Göteborg, Sverige",,,,+46 31 61 71 10,https://ligula.se/angelini-goteborg/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOMVPT4YfpAh1YdpIHI7SROIpeel1G7wzmEHzH7=w138-h92-k-no,,,
11,12,La Gondola Trattoria,ChIJX2ZbGnDzT0YRYqGTEg0szPA,0x464ff3701a5b665f:0xf0cc2c0d1293a162,17351291899009540450,https://serpapi.com/search.json?data_id=0x464ff3701a5b665f%3A0xf0cc2c0d1293a162&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3701a5b665f%3A0xf0cc2c0d1293a162&engine=google_maps_photos&hl=sv,"{'latitude': 57.7016808, 'longitude': 11.9737454}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3701a5b665f%3A0xf0cc2c0d1293a162%218m2%213d57.7016808%214d11.9737454&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.0,1276.0,$$,Italiensk restaurang,"Kungsportsavenyen 4, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '11–23', 'fredag': '11–00', 'lördag': '12–00', 'söndag': '12–23', 'måndag': '11–23', 'tisdag': '11–23', 'onsdag': '11–23'}",+46 31 711 68 28,http://gondola.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNE-dXqnFlGb4Jmzcg__T66AzQBNRUcQL2dGyTr=w122-h92-k-no,,,
12,13,Mr P,ChIJAQAAPHTzT0YRl6u9t3zry7A,0x464ff3743c000001:0xb0cbeb7cb7bdab97,12739534891838712727,https://serpapi.com/search.json?data_id=0x464ff3743c000001%3A0xb0cbeb7cb7bdab97&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3743c000001%3A0xb0cbeb7cb7bdab97&engine=google_maps_photos&hl=sv,"{'latitude': 57.696846, 'longitude': 11.980527799999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3743c000001%3A0xb0cbeb7cb7bdab97%218m2%213d57.696846%214d11.980527799999999&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.3,701.0,$$,Modern europeisk restaurang,"Götaplatsen, 412 56 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '17–00', 'fredag': '17–00', 'lördag': '17–00', 'söndag': 'Stängt', 'måndag': '17–23', 'tisdag': '17–23', 'onsdag': '17–23'}",+46 31 16 09 80,http://www.mr-p.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOlTUfAw-m47SY4-xxo_JY1BpLDQ7XH4EBRrqdH=w120-h92-k-no,,,
13,14,Norda,ChIJdQAYWGPzT0YRcw6quirUNwo,0x464ff36358180075:0xa37d42abaaa0e73,736290344083787379,https://serpapi.com/search.json?data_id=0x464ff36358180075%3A0xa37d42abaaa0e73&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36358180075%3A0xa37d42abaaa0e73&engine=google_maps_photos&hl=sv,"{'latitude': 57.7079775, 'longitude': 11.974586299999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36358180075%3A0xa37d42abaaa0e73%218m2%213d57.7079775%214d11.974586299999999&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.1,804.0,$$$,Svensk restaurang,"Drottningtorget 10, 411 03 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 11:30 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 11:30 på fre,"{'torsdag': '11:30–14', 'fredag': '11:30–14', 'lördag': '17–22', 'söndag': '17–22', 'måndag': '11:30–14', 'tisdag': '11:30–14', 'onsdag': '11:30–14'}",+46 31 61 90 60,http://restaurangnorda.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMKuYuTeR4XDgTP5fjr6K0nctLSjvUiFpSVZB08=w137-h92-k-no,,,
14,15,Olivia Avenyn,ChIJFfJyBODzT0YRvXN0qNkwEeI,0x464ff3e00472f215:0xe21130d9a87473bd,16289855038568035261,https://serpapi.com/search.json?data_id=0x464ff3e00472f215%3A0xe21130d9a87473bd&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3e00472f215%3A0xe21130d9a87473bd&engine=google_maps_photos&hl=sv,"{'latitude': 57.701719499999996, 'longitude': 11.9726277}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3e00472f215%3A0xe21130d9a87473bd%218m2%213d57.701719499999996%214d11.9726277&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.2,1101.0,$$,Italiensk restaurang,"Kungsportsavenyen 1, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '11:30–23', 'fredag': '11:30–00', 'lördag': '12–00', 'söndag': '13–22', 'måndag': '11:30–22', 'tisdag': '11:30–22', 'onsdag': '11:30–23'}",+46 31 54 70 00,https://oliviarestauranger.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipNNvZ63-kcHqk5-0d3tPCeEe2wUmvsB15Q9eEWi=w138-h92-k-no,,,
15,16,Kungsportshuset,ChIJZwkbHmXzT0YRg87JZy_2zsU,0x464ff3651e1b0967:0xc5cef62f67c9ce83,14253600554139373187,https://serpapi.com/search.json?data_id=0x464ff3651e1b0967%3A0xc5cef62f67c9ce83&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3651e1b0967%3A0xc5cef62f67c9ce83&engine=google_maps_photos&hl=sv,"{'latitude': 57.704904299999995, 'longitude': 11.9712667}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3651e1b0967%3A0xc5cef62f67c9ce83%218m2%213d57.704904299999995%214d11.9712667&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.3,425.0,$$$,Restaurang,"Östra Larmgatan 18, 411 07 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '18–00', 'fredag': '18–00', 'lördag': '19–00', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '18–00', 'onsdag': '18–00'}",+46 31 17 10 20,https://kungsportshuset.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipO3Rxxhhc5Q_CzQ-4rNRMs4tExaCg9eExmNMkMd=w138-h92-k-no,,,
16,17,Källarkrogen,ChIJLTiyEWXzT0YRq0mEHSUpJFM,0x464ff36511b2382d:0x532429251d8449ab,5990958643695339947,https://serpapi.com/search.json?data_id=0x464ff36511b2382d%3A0x532429251d8449ab&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36511b2382d%3A0x532429251d8449ab&engine=google_maps_photos&hl=sv,"{'latitude': 57.7047543, 'longitude': 11.970840299999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36511b2382d%3A0x532429251d8449ab%218m2%213d57.7047543%214d11.970840299999999&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,3.8,916.0,$$,Svensk restaurang,"Östra Larmgatan 20, 411 07 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11:30,Stängt ⋅ Öppnar fre kl. 11:30,"{'torsdag': '11:30–21', 'fredag': '11:30–22', 'lördag': '12–22', 'söndag': '12–20', 'måndag': '11:30–15', 'tisdag': '11:30–21', 'onsdag': '11:30–21'}",+46 31 711 85 40,https://www.kallarkrogen.net/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNk5PskQKcyVB_5sb59upO4pgPbDb6Ytc7Vkgzg=w114-h92-k-no,,True,
17,18,Yozakura - Sushi restaurang Göteborg,ChIJad4LybjzT0YRLOajNUIiKWE,0x464ff3b8c90bde69:0x6129224235a3e62c,7001164763487266348,https://serpapi.com/search.json?data_id=0x464ff3b8c90bde69%3A0x6129224235a3e62c&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3b8c90bde69%3A0x6129224235a3e62c&engine=google_maps_photos&hl=sv,"{'latitude': 57.700528399999996, 'longitude': 11.9771285}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3b8c90bde69%3A0x6129224235a3e62c%218m2%213d57.700528399999996%214d11.9771285&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.2,31.0,,Restaurang,"Kristinelundsgatan 18, 411 35 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–19', 'fredag': '11–19', 'lördag': '12–16', 'söndag': 'Stängt', 'måndag': '11–19', 'tisdag': '11–19', 'onsdag': '11–19'}",+46 31 778 18 23,https://www.ubereats.com/se/gothenburg/food-delivery/yozakura/SG5thWCPQj-d_MbjRzyzXg?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipO6x2T8VLzHxoEUVT2FYZQ5J0mmN2pvg8K4Gx03=w122-h92-k-no,,True,
